id,id_farmacia,id_client,name_client,product_id,product_name,quantity,price,total_price,date
215,1,886-29-8133,Keith Brooks,164,Attends Underpads,18,49.99,899.82,24-12-2022
216,3,346-84-2037,Michelle Phillips,53,"Poise Pads, Light Absorbency, Long",13,6.49,84.37,23-09-2022
217,0,767-60-1806,Susan Porter,33,"Waterpik Sidekick Water Flosser, White with Chrome White With Chrome",17,129.99,2209.83,22-12-2022
218,11,748-55-8380,Mark Mullen,104,Boost High Protein Complete Nutritional Drink Chocolate Sensation,12,17.49,209.88,28-11-2022
219,0,125-20-9088,John Jacobs,138,YourGoodSkin ProVitamin Overnight Cream,4,12.99,51.96,30-11-2022
220,14,879-07-8776,Rachel Garrison,164,Attends Underpads,6,49.99,299.94,04-12-2022
221,2,779-50-5792,Brandi Jimenez,147,Scunci Headwrap Print and Black,15,9.99,149.85,26-10-2022
222,4,442-77-6471,Susan Chambers,54,"West Loop Women's Super Soft Fleece-Lined Joggers Black, Black",12,15.99,191.88,16-12-2022
223,0,442-88-6833,Thomas Rivers,134,Olay Hand and Body Lotion Nourishing Hyaluronic Acid,24,7.99,191.76,28-12-2022
224,1,717-70-6411,Kelly Boyd,163,Walgreens Deep Cleansing Pore Strips,9,5.99,53.910000000000004,09-10-2022
225,12,746-27-5684,Brian Kelly,194,"Waterpik Sidekick Water Flosser, White with Chrome White With Chrome",16,129.99,2079.84,07-10-2022
226,1,129-98-7209,Isaac Walker,1,Badger Classic Lip Balm Unscented,23,2.99,68.77000000000001,31-10-2022
227,13,417-13-2524,Kevin Walters,84,Nexcare Waterproof Clear Bandages 1 1/16in x 2 1/4in,18,3.29,59.22,25-12-2022
228,1,240-48-7869,Christopher Pacheco,95,Dr. Collins Dental Floss,6,3.29,19.740000000000002,22-10-2022
229,7,845-93-1404,Joseph Valenzuela,174,Cheez-It Baked Snack Cheese Crackers in a Cup Original,15,1.99,29.85,19-11-2022
230,8,792-20-8330,Linda Dickson,21,Fritos Corn Chips The Original,2,1.79,3.58,30-10-2022
231,7,506-37-5492,Ann Williams,198,"Wearever Reusable Women's Super Incontinence Panty Beige, Beige",12,19.99,239.88,28-11-2022
232,7,324-93-8298,Andrew Myers,109,Finest Nutrition D3 Vitamin 2000 IU Dietary Supplement Softgels,16,15.99,255.84,29-09-2022
233,14,883-07-8577,Andrea Smith,36,Karman 20in Seat Lightweight Reclining Transport Wheelchair,20,1238.0,24760.0,10-11-2022
234,13,522-61-7942,Ryan Walton,80,Karman Universal Foam Seat Cushion 18x16 inches Black,4,29.99,119.96,29-09-2022
235,2,110-61-9168,Richard Brennan,8,Snow Regular Strength Whitening Wands Refill - Silver,12,19.99,239.88,11-12-2022
236,9,580-45-5915,Connor Rodriguez,170,"essie Nail Polish, After School Boy Blazer",2,9.0,18.0,26-11-2022
237,4,557-28-4898,William Bowen,77,Zantac 360 Famotidine Tablets 20 mg,11,5.79,63.69,14-12-2022
238,13,508-27-8008,Megan Sullivan,102,"Doctor's Best Best Vitamin D3, 2000 IU, Softgels",18,10.99,197.82,30-10-2022
239,11,678-15-9433,Jennifer Tyler,131,Medline Deluxe Comfort Rollator,11,110.0,1210.0,19-10-2022
240,12,869-14-9914,Amber Hernandez,9,"Johnson's Baby Tear-Free Bedtime Bath, Soothing Aromas",23,7.29,167.67,08-11-2022
241,12,180-94-3603,Ashley Glenn,87,Biore Deep Cleansing Charcoal Pore Strips,25,16.99,424.74999999999994,24-11-2022
242,0,791-91-8866,Mary Torres,147,Scunci Headwrap Print and Black,2,9.99,19.98,19-11-2022
243,1,347-59-3016,Christy Gonzalez,111,Summer's Eve Fresh Scent Douche Fresh,24,4.49,107.76,08-12-2022
244,3,595-68-2395,Matthew Roberson,6,Tranquility Premium Daytime Disposable Absorbent Underwear XXL,16,79.0,1264.0,23-11-2022
245,1,152-33-9873,Sarah Aguilar,145,Walgreens Foundation Brush,11,3.99,43.89,25-09-2022
246,5,458-36-3597,Paul Pennington,87,Biore Deep Cleansing Charcoal Pore Strips,8,16.99,135.92,21-11-2022
247,7,675-76-4002,Holly Johnson,0,"Waterpik Tip Storage Case with 6 Replacement Tips, TS-100E",25,15.99,399.75,11-12-2022
248,12,514-37-7970,Ernest Nunez,167,Raid Essentials Multi-Insect Killer 29,20,9.49,189.8,20-11-2022
249,11,497-16-7886,Jessica White,174,Cheez-It Baked Snack Cheese Crackers in a Cup Original,25,1.99,49.75,29-12-2022
250,11,473-73-3616,Kathryn Tucker,11,"Vicks VapoCOOL Severe, Medicated Drops",24,5.99,143.76,23-12-2022
251,7,792-20-8330,Linda Dickson,168,OH K! SOS Blemish Patches,29,5.0,145.0,11-10-2022
252,13,040-86-1587,Michael Mcneil,178,"Doctor's Best Best Vitamin D3, 2000 IU, Softgels",9,10.99,98.91,16-12-2022
253,14,672-64-9761,Shannon Johns,123,DevaCurl Super Cream Styler,6,27.99,167.94,23-09-2022
254,11,438-93-6223,Tim Stanley,159,Living Solutions Auto Nightlight Clear,19,11.99,227.81,14-12-2022
255,2,323-04-5904,Jessica Simon,80,Karman Universal Foam Seat Cushion 18x16 inches Black,18,29.99,539.8199999999999,31-10-2022
256,6,866-47-9446,Steven Cunningham,196,ScarAway Silicone Scar Sheets 1.5 inch x 3 inch 1.5x3 inch,27,21.99,593.7299999999999,09-12-2022
257,2,755-42-6263,Mr. Alexander Burton,109,Finest Nutrition D3 Vitamin 2000 IU Dietary Supplement Softgels,12,15.99,191.88,20-10-2022
258,5,668-14-1912,Brianna Howard,75,"NeoCell Beauty Bursts Collagen Soft Chews 2,000 mg Collagen Types 1 & 3 Fruit Punch",7,19.95,139.65,17-10-2022
259,4,149-95-4446,Chad Bridges,137,"Walgreens Elastic Tape 2""x 2.5 Yards",18,3.99,71.82000000000001,06-11-2022
260,7,343-21-4361,Kristin Parker,153,"Jergens Face Moisturizer Self Tanner, SPF 20 Medium toTan",10,10.79,107.89999999999999,08-12-2022
261,10,417-13-2524,Kevin Walters,82,Green Toys Scooper Construction Truck,7,16.99,118.92999999999999,08-10-2022
262,13,530-82-6065,Brianna Romero,140,Studio 35 Dead Sea Mineral Face Mask,5,4.0,20.0,27-11-2022
263,11,505-02-4106,James Graham,114,Tukol Severe Congestion & Cough Relief Liquid,15,10.99,164.85,16-10-2022
264,11,458-36-3597,Paul Pennington,153,"Jergens Face Moisturizer Self Tanner, SPF 20 Medium toTan",11,10.79,118.69,06-12-2022
265,3,779-50-5792,Brandi Jimenez,138,YourGoodSkin ProVitamin Overnight Cream,15,12.99,194.85,16-10-2022
266,4,649-90-4697,Joel Chen,69,Bud's Best Peanut Butter n' Graham,16,1.0,16.0,15-10-2022
267,5,271-14-2248,David Warren,80,Karman Universal Foam Seat Cushion 18x16 inches Black,23,29.99,689.77,22-09-2022
268,0,502-58-2014,Christopher Williams,50,"American Crew Grooming Cream, High Hold with High Shine",19,17.99,341.80999999999995,10-10-2022
269,13,420-83-9357,Susan Fletcher,117,ScarAway Silicone Scar Sheets 1.5 inch x 3 inch 1.5x3 inch,2,21.99,43.98,22-10-2022
270,8,446-82-4728,Brittany Craig,176,Scunci Headwrap Print and Black,15,9.99,149.85,12-11-2022
271,13,292-49-9961,Kathryn Lucas,172,West Loop Sunglasses Brothers,23,12.99,298.77,18-12-2022
272,13,040-86-1587,Michael Mcneil,13,Natrol DHEA 25 mg Tablets,27,19.99,539.7299999999999,04-10-2022
273,14,419-02-6836,Stephanie Alexander,85,Schmidt's Natural Deodorant Stick Sage + Vetiver,5,9.99,49.95,26-12-2022
274,4,861-21-0467,William Henry,112,Bounty Essentials Select-A-Size Paper Towels Big Rolls White,9,8.49,76.41,29-11-2022
275,14,820-20-3487,Charlene Taylor,123,DevaCurl Super Cream Styler,11,27.99,307.89,18-10-2022
276,10,779-50-5792,Brandi Jimenez,185,"Tide +Downy Free, Liquid Laundry Detergent, Unscented",2,12.99,25.98,30-12-2022
277,10,569-84-2672,Kathleen Ashley,129,Walgreens Pocket 5X LED Magnifier With Sleeve,0,6.99,0.0,13-12-2022
278,9,755-42-6263,Mr. Alexander Burton,84,Nexcare Waterproof Clear Bandages 1 1/16in x 2 1/4in,30,3.29,98.7,22-12-2022
279,13,142-80-8421,Melissa Miller,144,Vichy Mineral Thermal Spa Water Spray from French Volcanoes,7,4.09,28.63,22-09-2022
280,0,069-08-5652,Jenny Stafford,186,Walgreens Foundation Brush,9,3.99,35.910000000000004,01-10-2022
281,13,886-29-8133,Keith Brooks,181,"Jergens Face Moisturizer Self Tanner, SPF 20 Medium toTan",4,10.79,43.16,27-12-2022
282,14,383-60-7438,Michael Murphy,156,AXE Body Wash Black,16,5.49,87.84,15-10-2022
283,4,815-14-1259,Lisa Guerrero,40,Hallmark Thinking of You Card (Brighten Your Day Flower Pattern),29,4.59,133.10999999999999,13-10-2022
284,9,638-60-8396,Richard Johnson,35,Vichy Mineral Thermal Spa Water Spray from French Volcanoes,4,4.09,16.36,19-10-2022
285,4,615-94-1814,Kimberly Wood,77,Zantac 360 Famotidine Tablets 20 mg,4,5.79,23.16,23-12-2022
286,9,275-23-0255,Dennis Mann,52,"Nature's Truth Super Cinnamon Plus Biotin & Chromium, Capsules",2,9.19,18.38,07-10-2022
287,14,271-14-2248,David Warren,46,Walgreens Clear Tape 1 inch,6,6.0,36.0,04-12-2022
288,0,470-01-2617,Morgan Cooke,137,"Walgreens Elastic Tape 2""x 2.5 Yards",21,3.99,83.79,20-11-2022
289,10,775-33-5075,Regina Gutierrez,193,Swiffer WetJet Multi Surface Floor Cleaner Spray Mop Pad Refill,26,13.49,350.74,23-12-2022
290,4,121-11-1335,Ronald Moore,184,Walgreens Foundation Brush,22,3.99,87.78,08-12-2022
291,13,701-22-7284,John Strong,153,"Jergens Face Moisturizer Self Tanner, SPF 20 Medium toTan",23,10.79,248.17,18-10-2022
292,0,754-37-5492,Rebekah Sloan,53,"Poise Pads, Light Absorbency, Long",23,6.49,149.27,02-12-2022
293,10,098-80-4105,Ms. Michele Guzman,107,PetShoppe Retractable Pet Leash,4,9.99,39.96,08-10-2022
294,7,156-21-9708,David Mason,10,21st Century Acidophilus High-Potency Capsules,16,9.99,159.84,30-10-2022
295,3,064-18-3979,Michael Walker,116,Foligain Stimulating Supplement for Thinning Hair,10,24.99,249.89999999999998,14-12-2022
296,14,323-04-5904,Jessica Simon,59,Snow Regular Strength Whitening Wands Refill - Silver,30,19.99,599.6999999999999,12-12-2022
297,10,653-93-1584,Michael Phillips,172,West Loop Sunglasses Brothers,22,12.99,285.78000000000003,14-10-2022
298,1,470-01-2617,Morgan Cooke,125,Green Toys Scooper Construction Truck,8,16.99,135.92,04-11-2022
299,8,332-83-0381,Marco David,55,Vichy Mineral Thermal Spa Water Spray from French Volcanoes,9,4.09,36.81,29-11-2022
300,6,037-10-4301,Gerald Moreno,44,Medline Deluxe Comfort Rollator,12,110.0,1320.0,04-10-2022
301,9,069-08-5652,Jenny Stafford,132,"Johnson's Baby Tear-Free Bedtime Bath, Soothing Aromas",27,7.29,196.83,07-10-2022
302,11,644-99-9161,Erica Hall,36,Karman 20in Seat Lightweight Reclining Transport Wheelchair,13,1238.0,16094.0,23-10-2022
303,14,506-60-2828,Stephanie Silva,49,West Loop Men's Thermal Set,24,15.99,383.76,30-12-2022
304,2,147-96-8119,Marc Johnson,67,Scotch Desktop Tape Dispenser,14,9.99,139.86,31-10-2022
305,6,755-42-6263,Mr. Alexander Burton,13,Natrol DHEA 25 mg Tablets,11,19.99,219.89,08-11-2022
306,11,506-37-5492,Ann Williams,140,Studio 35 Dead Sea Mineral Face Mask,4,4.0,16.0,27-12-2022
307,11,382-44-9296,Christina Butler,145,Walgreens Foundation Brush,4,3.99,15.96,12-12-2022
308,0,843-68-1859,Curtis Bradley,157,Sally Hansen Flirty Eyes Classic Eyelash Curler,14,3.99,55.86,25-11-2022
309,12,383-60-7438,Michael Murphy,106,Walgreens Total Face Brush Set,6,10.99,65.94,18-11-2022
310,3,886-29-8133,Keith Brooks,22,"Walgreens Hearing Aid Batteries, Zero Mercury #675",3,17.99,53.97,27-11-2022
311,6,342-84-2210,Justin Stephens,129,Walgreens Pocket 5X LED Magnifier With Sleeve,21,6.99,146.79,18-11-2022
312,11,587-85-5236,Jordan Martinez,8,Snow Regular Strength Whitening Wands Refill - Silver,6,19.99,119.94,19-10-2022
313,3,069-08-5652,Jenny Stafford,153,"Jergens Face Moisturizer Self Tanner, SPF 20 Medium toTan",12,10.79,129.48,11-11-2022
314,1,486-49-0991,Lisa Smith,54,"West Loop Women's Super Soft Fleece-Lined Joggers Black, Black",16,15.99,255.84,15-10-2022
315,3,254-21-3037,Brian Perry,23,Dove Advanced Care Dry Spray Antiperspirant Deodorant Crystal Touch,6,8.49,50.94,02-10-2022
316,8,161-71-2407,Richard Moore,154,Method All Purpose Cleaning Wipes Pink Grapefruit,6,3.99,23.94,29-11-2022
317,9,503-08-5616,Shannon Cooper,163,Walgreens Deep Cleansing Pore Strips,19,5.99,113.81,14-11-2022
318,9,571-85-5039,Samantha Berry,164,Attends Underpads,29,49.99,1449.71,23-10-2022
319,10,044-55-7149,Theresa Schwartz,163,Walgreens Deep Cleansing Pore Strips,20,5.99,119.80000000000001,06-12-2022
320,12,582-06-9955,Michelle Orr,89,Karman 20in Seat Lightweight Reclining Transport Wheelchair,11,1238.0,13618.0,27-12-2022
321,12,846-28-3032,Susan Stanley,179,ScarAway Silicone Scar Sheets 1.5 inch x 3 inch 1.5x3 inch,20,21.99,439.79999999999995,24-09-2022
322,3,135-93-9775,Ashley Young,55,Vichy Mineral Thermal Spa Water Spray from French Volcanoes,16,4.09,65.44,16-12-2022
323,3,823-70-7340,Willie Golden,36,Karman 20in Seat Lightweight Reclining Transport Wheelchair,7,1238.0,8666.0,17-11-2022
324,7,569-84-2672,Kathleen Ashley,154,Method All Purpose Cleaning Wipes Pink Grapefruit,8,3.99,31.92,12-12-2022
325,4,886-29-8133,Keith Brooks,84,Nexcare Waterproof Clear Bandages 1 1/16in x 2 1/4in,23,3.29,75.67,21-12-2022
326,14,748-55-8380,Mark Mullen,171,"Poise Pads, Light Absorbency, Long",2,6.49,12.98,07-12-2022
327,1,502-43-3613,Jeff Ferguson,94,think! Protein Bars Creamy Peanut Butter,19,11.99,227.81,08-12-2022
328,10,779-50-5792,Brandi Jimenez,58,Schmidt's Natural Deodorant Stick Sage + Vetiver,27,9.99,269.73,07-10-2022
329,6,526-43-9776,Stephanie Young MD,4,Dr. Collins Dental Floss,15,3.29,49.35,26-10-2022
330,2,645-94-6871,Alan Reid,162,DevaCurl Super Cream Styler,11,27.99,307.89,23-12-2022
331,10,417-13-2524,Kevin Walters,29,SlimFast Advanced Nutrition High Protein Smoothie Vanilla Cream,16,14.49,231.84,31-10-2022
332,5,722-66-4661,Sonya Jenkins,92,"Doctor's Best Best Vitamin D3, 2000 IU, Softgels",28,10.99,307.72,14-10-2022
333,3,815-14-1259,Lisa Guerrero,133,Chef Boyardee Chili Mac,22,3.0,66.0,13-11-2022
334,10,254-69-9508,Angela Owen,101,"Milani Rose Powder Blush, Romantic Rose",1,9.49,9.49,08-10-2022
335,7,806-55-3640,Jennifer Morse,73,Vicks Severe Medicated Drops,20,3.99,79.80000000000001,13-12-2022
336,2,792-20-8330,Linda Dickson,48,"Milani Rose Powder Blush, Romantic Rose",26,9.49,246.74,06-12-2022
337,7,470-01-2617,Morgan Cooke,39,Raid Essentials Multi-Insect Killer 29,18,9.49,170.82,09-10-2022
338,14,256-76-3715,Diane Hughes,109,Finest Nutrition D3 Vitamin 2000 IU Dietary Supplement Softgels,8,15.99,127.92,23-12-2022
339,3,580-45-5915,Connor Rodriguez,40,Hallmark Thinking of You Card (Brighten Your Day Flower Pattern),4,4.59,18.36,15-11-2022
340,14,506-60-2828,Stephanie Silva,108,"One A Day Prenatal 1 with DHA & Folic Acid, Softgels",29,34.99,1014.71,12-10-2022
341,13,896-26-8894,Colleen Peterson,76,Colgate Optic White Advanced Teeth Whitening Toothpaste Sparkling White,24,6.79,162.96,19-11-2022
342,9,676-01-8775,Shannon Martinez,174,Cheez-It Baked Snack Cheese Crackers in a Cup Original,11,1.99,21.89,11-12-2022
343,14,042-33-5575,Morgan Johnson,25,Aquaphor 3 in 1 Diaper Rash Cream,15,7.99,119.85000000000001,21-10-2022
344,8,515-05-9403,Robert Holmes,7,"essie nail polish, sunny business collection, any-fin goes",27,9.0,243.0,19-12-2022
345,10,240-48-7869,Christopher Pacheco,119,Hallmark Thinking of You Card (Brighten Your Day Flower Pattern),26,4.59,119.34,23-10-2022
346,11,591-07-6759,Taylor Johnson,65,Aussie Headstrong Volume Spray Hair Gel Maximum Hold,22,3.99,87.78,30-11-2022
347,12,206-66-4926,Stephanie Garcia,41,Biore Deep Cleansing Charcoal Pore Strips,7,16.99,118.92999999999999,09-12-2022
348,1,672-64-9761,Shannon Johns,186,Walgreens Foundation Brush,24,3.99,95.76,25-11-2022
349,2,502-43-3613,Jeff Ferguson,166,Complete Home Precision Screwdriver Set 7 Piece,29,7.99,231.71,09-12-2022
350,3,646-43-3120,Nicholas Wilson,57,St. Tropez Self Tan Bronzing Spray,4,35.0,140.0,19-12-2022
351,9,754-37-5492,Rebekah Sloan,163,Walgreens Deep Cleansing Pore Strips,4,5.99,23.96,26-12-2022
352,12,226-97-1857,Tiffany Long,17,Finest Nutrition Ginkgo Biloba 120 mg Capsules,3,12.99,38.97,25-10-2022
353,1,275-23-0255,Dennis Mann,159,Living Solutions Auto Nightlight Clear,14,11.99,167.86,02-12-2022
354,12,295-81-2541,Sandra Burns,148,PURA D'OR Hair Thinning Therapy Shampoo,13,24.99,324.87,25-09-2022
355,11,722-66-4661,Sonya Jenkins,36,Karman 20in Seat Lightweight Reclining Transport Wheelchair,26,1238.0,32188.0,16-11-2022
356,0,129-43-9396,Christina Walker,85,Schmidt's Natural Deodorant Stick Sage + Vetiver,8,9.99,79.92,10-12-2022
357,6,649-90-4697,Joel Chen,5,Colgate Optic White Advanced Teeth Whitening Toothpaste Sparkling White,9,6.79,61.11,12-12-2022
358,3,164-14-8396,Miguel Franklin,198,"Wearever Reusable Women's Super Incontinence Panty Beige, Beige",2,19.99,39.98,04-12-2022
359,11,754-37-5492,Rebekah Sloan,63,"Culturelle Ultimate Strength Probiotic, 20 Billion CFUs, Capsules",27,21.29,574.8299999999999,25-11-2022
360,3,429-60-4011,Todd Long,81,Similac NeoSure Infant Formula with Iron 13.1 oz,27,22.99,620.7299999999999,21-09-2022
361,12,072-71-3484,Colleen Davis,107,PetShoppe Retractable Pet Leash,18,9.99,179.82,25-11-2022
362,8,161-71-2407,Richard Moore,181,"Jergens Face Moisturizer Self Tanner, SPF 20 Medium toTan",10,10.79,107.89999999999999,20-12-2022
363,9,810-65-9597,Allison Harris,99,Walgreens Hearing Aid Batteries 10,29,8.99,260.71,15-10-2022
364,4,069-08-5652,Jenny Stafford,113,Raw Sugar Sensitive Skin Whipped Body Polish - Green Tea + Cucumber + Aloe Vera,20,14.99,299.8,10-12-2022
365,4,343-21-4361,Kristin Parker,165,West Loop Sunglasses Brothers,8,12.99,103.92,28-12-2022
366,4,676-01-8775,Shannon Martinez,94,think! Protein Bars Creamy Peanut Butter,4,11.99,47.96,16-11-2022
367,0,040-86-1587,Michael Mcneil,164,Attends Underpads,14,49.99,699.86,26-09-2022
368,10,558-62-5616,April Jensen,130,Celeste Stein Box 8-15 mmhg Compression Sock Grey,19,5.99,113.81,27-12-2022
369,6,560-41-9756,Maxwell Santiago,156,AXE Body Wash Black,26,5.49,142.74,01-12-2022
370,11,645-94-6871,Alan Reid,49,West Loop Men's Thermal Set,5,15.99,79.95,20-09-2022
371,4,175-01-2307,Jessica Peterson,98,Gillette Sensor Razor Refill Cartridges,22,26.99,593.78,22-10-2022
372,3,446-46-4945,Michael Johnson,120,Essential Medical Quilted Birdseye Hospital Bed Size Reusable Underpad with Straps,8,38.79,310.32,24-11-2022
373,6,579-99-0221,Kevin Mcdaniel,155,Mueller Performance Sleeve Black,15,12.99,194.85,24-10-2022
374,13,597-56-2493,Lisa Nolan,177,Paul Mitchell Soft Sculpting Spray Gel,0,10.0,0.0,16-10-2022
375,5,860-05-4897,Laura Fleming,181,"Jergens Face Moisturizer Self Tanner, SPF 20 Medium toTan",22,10.79,237.38,03-10-2022
376,10,168-20-9560,James Kelley,111,Summer's Eve Fresh Scent Douche Fresh,9,4.49,40.410000000000004,31-10-2022
377,9,502-58-2014,Christopher Williams,84,Nexcare Waterproof Clear Bandages 1 1/16in x 2 1/4in,13,3.29,42.77,28-12-2022
378,14,879-07-8776,Rachel Garrison,164,Attends Underpads,3,49.99,149.97,21-10-2022
379,5,044-55-7149,Theresa Schwartz,113,Raw Sugar Sensitive Skin Whipped Body Polish - Green Tea + Cucumber + Aloe Vera,5,14.99,74.95,16-12-2022
380,13,173-11-1523,Dale Fritz,109,Finest Nutrition D3 Vitamin 2000 IU Dietary Supplement Softgels,27,15.99,431.73,14-11-2022
381,6,841-13-4922,Heather Cummings,149,Garnier Fructis Sleek & Shine Moroccan Sleek Oil Treatment for Frizzy Hair,3,5.29,15.870000000000001,01-10-2022
382,8,429-60-4011,Todd Long,33,"Waterpik Sidekick Water Flosser, White with Chrome White With Chrome",3,129.99,389.97,21-09-2022
383,12,226-88-0966,Kayla Herrera,179,ScarAway Silicone Scar Sheets 1.5 inch x 3 inch 1.5x3 inch,12,21.99,263.88,12-12-2022
384,7,343-21-4361,Kristin Parker,100,"Tomcat Mouse Killer Child Resistant, Disposable Station",20,9.99,199.8,21-12-2022
385,1,615-55-6608,Amy Thompson,14,Raw Sugar Sensitive Skin Whipped Body Polish - Green Tea + Cucumber + Aloe Vera,21,14.99,314.79,27-10-2022
386,9,126-08-2542,George Howell,77,Zantac 360 Famotidine Tablets 20 mg,8,5.79,46.32,26-11-2022
387,1,420-83-9357,Susan Fletcher,171,"Poise Pads, Light Absorbency, Long",21,6.49,136.29,02-11-2022
388,0,754-37-5492,Rebekah Sloan,0,"Waterpik Tip Storage Case with 6 Replacement Tips, TS-100E",2,15.99,31.98,02-11-2022
389,12,533-93-0427,Karen Taylor,115,Badger Classic Lip Balm Unscented,27,2.99,80.73,15-10-2022
390,3,504-48-4815,Dennis Rodriguez,171,"Poise Pads, Light Absorbency, Long",18,6.49,116.82000000000001,18-11-2022
391,4,595-68-2395,Matthew Roberson,43,Walgreens Hand Sanitizer Clear,30,4.79,143.7,16-11-2022
392,6,123-51-1500,William Johnson,26,AXE Body Wash Apollo,0,5.49,0.0,03-10-2022
393,5,015-77-8712,Oscar Harrell,79,Rayovac Hearing Aid Batteries,17,14.99,254.83,04-10-2022
394,8,894-06-2822,Heather Burgess,23,Dove Advanced Care Dry Spray Antiperspirant Deodorant Crystal Touch,3,8.49,25.47,28-11-2022
395,9,446-82-4728,Brittany Craig,189,OH K! SOS Blemish Patches,1,5.0,5.0,21-10-2022
396,14,394-47-7605,Kristina Jenkins,175,"L'Oreal Paris Infallible Pro Gloss Plump Lip Gloss with Hyaluronic Acid, Gleam",5,9.99,49.95,15-11-2022
397,2,426-49-7778,Jessica James,119,Hallmark Thinking of You Card (Brighten Your Day Flower Pattern),8,4.59,36.72,17-12-2022
398,2,135-93-9775,Ashley Young,180,Biore Daily Detox Face Wash Cleanser,26,7.99,207.74,02-12-2022
399,0,360-35-1496,Alexander Mcdonald,96,SlimFast Advanced Nutrition High Protein Smoothie Vanilla Cream,0,14.49,0.0,05-10-2022
400,1,402-21-2521,Jane Wallace,21,Fritos Corn Chips The Original,20,1.79,35.8,27-12-2022
401,6,015-77-8712,Oscar Harrell,65,Aussie Headstrong Volume Spray Hair Gel Maximum Hold,23,3.99,91.77000000000001,08-11-2022
402,3,627-37-4572,Wendy Petty,165,West Loop Sunglasses Brothers,19,12.99,246.81,23-11-2022
403,8,347-59-3016,Christy Gonzalez,47,Dove Advanced Care Dry Spray Antiperspirant Deodorant Crystal Touch,13,8.49,110.37,10-12-2022
404,12,819-78-8966,Jill Carlson,150,"Maybelline Volum' Express The Mega Plush Washable Mascara, Very Black",13,8.99,116.87,06-12-2022
405,3,479-57-6026,Keith Jones,88,Walgreens Total Face Brush Set,16,10.99,175.84,30-10-2022
406,7,560-41-9756,Maxwell Santiago,190,Foster Grant Cole Reading Glasses +3.25 Black,22,19.99,439.78,22-10-2022
407,5,704-46-7008,Jennifer Silva,198,"Wearever Reusable Women's Super Incontinence Panty Beige, Beige",5,19.99,99.94999999999999,13-10-2022
408,14,382-27-4160,Michael Ruiz,118,"CoverGirl Queen Collection Natural Hue Liquid Makeup, Rich Sand Q700",10,6.49,64.9,11-12-2022
409,0,635-82-8656,Catherine Butler,121,"essie nail polish, sunny business collection, any-fin goes",19,9.0,171.0,29-12-2022
410,11,558-62-5616,April Jensen,172,West Loop Sunglasses Brothers,7,12.99,90.93,22-09-2022
411,1,644-99-9161,Erica Hall,186,Walgreens Foundation Brush,16,3.99,63.84,13-10-2022
412,3,649-90-4697,Joel Chen,179,ScarAway Silicone Scar Sheets 1.5 inch x 3 inch 1.5x3 inch,19,21.99,417.80999999999995,01-11-2022
413,8,807-04-6861,Thomas Cook,8,Snow Regular Strength Whitening Wands Refill - Silver,15,19.99,299.84999999999997,11-11-2022
414,14,560-41-9756,Maxwell Santiago,112,Bounty Essentials Select-A-Size Paper Towels Big Rolls White,11,8.49,93.39,21-09-2022
415,3,866-47-9446,Steven Cunningham,52,"Nature's Truth Super Cinnamon Plus Biotin & Chromium, Capsules",2,9.19,18.38,21-11-2022
416,2,240-48-7869,Christopher Pacheco,184,Walgreens Foundation Brush,16,3.99,63.84,17-12-2022
417,10,449-58-7513,Terry Davis,103,Method All Purpose Cleaning Wipes Pink Grapefruit,19,3.99,75.81,25-10-2022
418,3,355-25-3304,Nicholas Turner,109,Finest Nutrition D3 Vitamin 2000 IU Dietary Supplement Softgels,0,15.99,0.0,28-11-2022
419,7,758-88-2127,Cassidy Lee,189,OH K! SOS Blemish Patches,29,5.0,145.0,20-09-2022
420,3,815-14-1259,Lisa Guerrero,195,Tukol Severe Congestion & Cough Relief Liquid,27,10.99,296.73,27-12-2022
421,12,675-76-4002,Holly Johnson,114,Tukol Severe Congestion & Cough Relief Liquid,22,10.99,241.78,24-11-2022
422,11,479-57-6026,Keith Jones,16,Peak 5W-30 Motor Oil,1,5.49,5.49,01-10-2022
423,5,707-09-7596,Andrea Rodriguez,164,Attends Underpads,13,49.99,649.87,07-11-2022
424,12,887-48-7464,George Schultz,72,Medline Overbed Table,15,72.49,1087.35,10-11-2022
425,8,865-50-6891,Vincent Tucker,160,Walgreens Hand Sanitizer Clear,13,4.79,62.27,10-12-2022
426,4,446-46-4945,Michael Johnson,39,Raid Essentials Multi-Insect Killer 29,12,9.49,113.88,15-12-2022
427,13,892-99-8938,Nathaniel Gamble,101,"Milani Rose Powder Blush, Romantic Rose",22,9.49,208.78,27-12-2022
428,13,894-06-2822,Heather Burgess,120,Essential Medical Quilted Birdseye Hospital Bed Size Reusable Underpad with Straps,17,38.79,659.43,06-11-2022
429,4,675-76-4002,Holly Johnson,149,Garnier Fructis Sleek & Shine Moroccan Sleek Oil Treatment for Frizzy Hair,20,5.29,105.8,27-12-2022
430,2,129-43-9396,Christina Walker,9,"Johnson's Baby Tear-Free Bedtime Bath, Soothing Aromas",13,7.29,94.77,15-11-2022
431,7,402-21-2521,Jane Wallace,16,Peak 5W-30 Motor Oil,21,5.49,115.29,19-10-2022
432,5,887-48-7464,George Schultz,96,SlimFast Advanced Nutrition High Protein Smoothie Vanilla Cream,0,14.49,0.0,08-12-2022
433,5,110-61-9168,Richard Brennan,46,Walgreens Clear Tape 1 inch,26,6.0,156.0,22-11-2022
